word	count	occurrence
ravioli	109	77
wearing	109	102
ok.	109	106
leftovers	108	100
ramen	108	40
closing	108	98
bloody	108	86
interested	108	103
disgusting	108	96
towards	108	101
member	108	98
locally	108	106
begin	108	106
mountain	108	80
craft	108	89
needless	108	106
spices	108	100
following	107	96
turns	107	104
foot	107	93
department	107	93
donuts	107	66
families	107	102
caesar	107	93
smelled	107	101
clothing	107	87
tire	107	61
wear	107	97
creative	107	104
mary	107	82
businesses	106	97
happens	106	104
w	106	82
broken	106	88
pet	106	69
flavored	106	93
fez	106	48
constantly	106	102
melt	106	104
slaw	106	86
courteous	106	105
tired	106	102
correct	106	101
bags	106	96
writing	106	104
smooth	105	103
rarely	105	105
pain	105	86
names	105	100
cilantro	105	90
gold	105	79
irish	105	67
holy	105	103
mint	105	90
philly	105	74
changes	105	104
equipment	104	92
bomb	104	99
tequila	104	83
describe	104	103
bank	104	78
random	104	96
property	104	83
frequently	104	99
public	104	89
goods	104	87
tires	104	46
impression	104	99
tempura	104	80
plastic	104	94
pumpkin	103	78
anytime	103	103
tour	103	77
leaves	103	102
child	103	91
steaks	103	87
parties	103	95
stated	103	94
appeared	103	101
texas	103	78
dough	103	90
enter	103	94
complex	103	91
decorated	103	102
diners	103	99
garage	103	81
joints	103	101
relaxed	102	99
dj	102	83
lemonade	102	85
spread	102	94
answered	102	93
depending	102	98
layout	102	98
factor	102	97
aware	102	96
24	102	95
gilbert	102	88
2nd	102	100
reminds	102	101
traffic	101	91
followed	101	97
regularly	101	100
drunk	101	88
asparagus	101	85
culinary	101	87
relatively	101	97
among	100	96
vacation	100	92
information	100	82
sooo	100	98
60	100	97
movies	100	79
patty	100	82
concerned	100	99
balls	100	83
familiar	100	98
jalapeno	100	90
watched	99	93
nobody	99	91
fault	99	94
burnt	99	87
costco	99	68
listed	99	94
listen	99	99
exception	99	97
1st	99	93
jungle	99	71
response	99	84
detail	98	91
football	98	87
dressed	98	90
rail	98	81
lower	98	92
13	98	90
fingers	98	79
seasoning	98	85
facility	97	89
snack	97	92
ginger	97	82
insurance	97	68
starving	97	91
spaghetti	97	75
artichoke	97	83
history	97	89
.i	97	88
oysters	97	65
ale	97	72
numerous	97	94
receive	97	93
eventually	97	90
mexico	97	78
ourselves	97	92
courses	96	76
shower	96	77
tells	96	85
shocked	96	93
crepe	96	51
favor	96	93
parmesan	96	82
suggestions	96	91
urban	96	76
brings	96	94
cares	96	96
block	96	89
hint	96	90
cooler	95	90
farm	95	71
beginning	95	89
holiday	95	80
yellow	95	86
costs	95	88
pink	95	82
pair	95	84
batter	95	87
camelback	95	89
d	95	89
closest	95	93
lazy	95	92
glendale	95	86
buds	95	93
crepes	95	64
tart	95	73
schedule	95	87
mild	95	84
uncomfortable	95	89
biltmore	95	80
hearty	95	91
tasteless	95	89
tax	95	81
pants	95	80
s	94	85
yoga	94	44
signs	94	86
wraps	94	74
salsas	94	82
classy	94	87
kale	94	70
cart	94	77
velvet	94	83
pizzeria	94	77
suppose	94	90
noise	94	89
jam	93	76
test	93	78
didnt	93	81
row	93	73
shirt	93	68
picking	93	90
quaint	93	89
managed	93	91
35	93	82
cucumber	93	86
carnitas	93	69
btw	93	91
worry	93	90
hamburger	93	73
blow	93	78
nuts	92	87
pack	92	84
ceviche	92	64
named	92	87
hardly	92	92
yay	92	88
confused	92	88
16	92	85
jack	92	78
weak	92	89
mike	92	70
mark	92	76
john	91	76
grew	91	88
cherry	91	79
began	91	83
keeps	91	88
sticky	91	84
18	91	83
advantage	91	87
waiters	91	87
memorable	91	89
allowed	91	87
posted	91	84
contact	91	81
recommendations	91	89
trouble	91	87
final	91	81
upset	91	86
eats	91	86
ways	91	88
prosciutto	90	72
budget	90	87
crew	90	77
breast	90	81
apartment	90	67
count	90	84
hh	90	62
alot	90	84
3.5	90	87
nasty	90	84
offerings	90	83
liquor	90	70
match	90	87
calories	90	78
draft	90	81
hello	90	82
control	90	82
windows	90	82
regardless	89	86
consistency	89	87
scoop	89	81
tucked	89	87
ahi	89	80
pasty	89	49
savory	89	82
stopping	89	85
internet	88	79
chai	88	61
caught	88	83
pancake	88	62
entertainment	88	83
lets	88	77
act	88	80
adding	88	86
adults	88	80
bet	88	87
form	88	86
create	88	85
easier	88	86
grabbed	88	82
80	88	83
pedicure	88	51
fly	88	77
everyday	88	85
peaks	87	71
al	87	75
mediterranean	87	77
impossible	87	84
treatment	87	74
postino	87	58
grease	87	74
fork	87	76
dancing	87	76
natural	87	80
pollo	87	78
sundays	87	80
seasonal	87	77
cheeses	87	82
lacked	87	84
miso	87	73
cheeseburger	87	68
topping	86	79
photos	86	68
organized	86	84
horchata	86	64
email	86	71
blend	86	80
sticks	86	78
dentist	86	48
replaced	86	82
boys	86	71
shell	86	82
downside	86	85
signature	86	85
jerk	85	60
partner	85	73
blown	85	83
eh	85	82
students	85	67
freaking	85	81
guest	85	78
]	85	56
dude	85	76
muffin	85	71
st.	85	65
wild	85	80
hype	84	78
squash	84	72
alternative	84	84
knowledge	84	83
meatball	84	65
brulee	84	68
specific	84	80
planning	84	83
package	84	70
happily	84	81
champagne	84	67
obvious	84	81
spanish	84	68
regret	84	83
pastrami	84	66
amazingly	84	83
warning	84	82
became	84	82
vintage	84	62
oregano	83	59
soooo	83	83
showing	83	78
policy	83	65
u	83	53
strips	83	70
heck	83	82
app	83	71
spoke	83	80
legs	83	64
current	83	80
smoke	83	68
dr	83	57
apologized	83	82
till	83	79
pleasure	83	80
to-go	83	75
ridiculously	83	77
darn	83	82
properly	83	78
attempt	83	75
regulars	83	81
accommodate	83	81
burro	83	63
blah	83	63
social	83	69
train	83	62
target	83	58
ample	83	78
brew	82	73
exciting	82	81
pastry	82	72
@	82	70
polish	82	45
theme	82	79
stage	82	68
field	82	64
blood	82	67
go-to	82	81
presented	82	82
t	82	68
3rd	82	79
chris	82	66
almond	82	61
workers	82	71
swear	82	82
southern	82	70
stale	82	78
fiance	82	61
raspberry	82	71
balance	82	79
anniversary	82	66
beware	81	76
speaking	81	81
satisfying	81	75
peach	81	64
feed	81	76
described	81	77
seconds	81	77
pickles	81	72
brie	81	67
walmart	81	55
celebrate	81	74
peak	81	71
selling	81	69
awkward	81	76
account	81	59
rave	81	81
90	81	76
chefs	81	66
switch	81	69
samples	81	72
fav	81	80
sky	81	66
deserves	80	78
repeat	80	77
runs	80	79
handful	80	78
strawberries	80	74
annoyed	80	71
puts	80	79
frosting	80	56
paint	80	62
cents	80	71
shots	80	66
apologize	80	75
win	80	68
hearing	80	80
hike	80	59
whipped	80	73
dig	80	78
chains	80	77
dave	79	50
display	79	74
himself	79	79
shape	79	70
description	79	76
period	79	77
salted	79	75
weekly	79	76
buttery	79	71
gentleman	79	73
dined	79	77
won	79	76
marinara	79	64
cons	79	74
pretzels	79	60
temperature	79	74
thrilled	79	79
smells	79	74
bone	79	68
weekday	79	77
reserved	79	63
goodies	79	77
popcorn	79	53
sharing	79	77
theatre	79	50
stupid	79	69
pan	79	73
pros	79	74
zoo	78	33
thoroughly	78	78
wrote	78	75
beverage	78	77
indeed	78	78
chop	78	63
staple	78	78
mission	78	62
replace	78	75
hooked	78	76
boxes	78	68
dream	78	73
equally	78	78
fitness	78	62
court	78	64
highlight	78	76
student	78	66
brownie	78	64
museum	78	51
tips	78	73
cooks	77	69
quarter	77	63
divine	77	76
prepare	77	76
terminal	77	45
locals	77	76
fox	77	55
browns	77	59
plentiful	77	74
wont	77	75
el	77	64
trees	77	65
pointed	77	71
killer	77	74
fluffy	77	74
via	77	75
haha	77	77
starts	77	73
fridge	77	73
booked	77	67
china	76	69
clients	76	64
machines	76	62
non	76	72
smoking	76	64
introduced	76	75
colors	76	73
sometime	76	73
grounds	76	73
fail	76	59
nicer	76	75
nope	76	76
panini	76	62
pure	76	66
tub	76	52
bistro	76	61
creek	76	67
potential	76	76
common	76	76
queen	76	62
crappy	76	70
takeout	76	66
ketchup	76	62
noon	76	72
threw	76	75
flavorless	76	70
buns	76	59
fridays	76	62
grits	76	51
exact	75	73
entering	75	73
trips	75	72
everytime	75	70
hawaiian	75	54
ring	75	53
protein	75	55
access	75	71
gyros	75	62
arcadia	75	67
follow	75	72
thankfully	75	70
brick	75	71
coast	75	69
falafel	75	46
wtf	75	68
reviewers	75	73
massive	75	74
destination	75	72
mainly	75	75
so-so	74	73
cave	74	60
balsamic	74	66
[	74	50
karaoke	74	45
decision	74	70
standards	74	72
bowls	74	70
and/or	74	71
teas	74	60
animal	74	64
festival	74	47
speed	74	67
bass	74	59
correctly	74	71
proceeded	74	69
gallo	74	56
toys	74	45
suggestion	74	73
tall	74	68
thumbs	74	70
ignored	74	69
sam	74	60
vinegar	74	66
harkins	74	44
lover	74	70
noisy	74	72
younger	74	72
factory	74	56
flour	74	64
entered	73	71
score	73	68
accept	73	67
broke	73	73
wet	73	70
take-out	73	62
hut	73	52
build	73	68
scratch	73	66
flying	73	62
o	73	68
macaroni	73	63
sampler	73	67
saved	73	73
soul	73	63
earth	73	71
lives	72	71
impeccable	72	72
roof	72	62
marinated	72	62
tiramisu	72	46
blast	72	69
assume	72	71
crowds	72	71
changing	72	68
desired	72	71
directly	72	69
personable	72	72
buck	72	64
crave	72	70
handed	72	68
fondue	72	56
baseball	72	56
calzone	71	44
basis	71	70
seared	71	66
finger	71	64
afford	71	67
results	71	63
adventurous	71	69
caprese	71	56
bands	71	57
flatbread	71	63
pecan	71	57
warned	71	68
tan	71	49
afraid	71	69
shirts	70	61
denny	70	49
chat	70	70
panda	70	60
restroom	70	62
weight	70	59
complaining	70	65
bowling	70	24
condiments	70	64
fully	70	67
cornbread	70	49
oz	70	57
stellar	70	66
kidding	70	70
rolled	70	68
7th	70	69
steakhouse	70	65
eclectic	70	69
beverages	70	70
yard	69	54
vinaigrette	69	60
minor	69	67
appears	69	66
liking	69	67
cramped	69	64
wise	69	64
photo	69	60
fake	69	60
tight	69	67
created	69	65
minus	69	66
assortment	69	68
risotto	69	50
adult	69	65
reviewer	69	66
studio	69	53
film	69	37
energy	69	65
snacks	69	63
jalapenos	69	64
suck	69	67
truffle	69	63
messy	69	65
grown	69	66
ingredient	69	59
attended	69	63
originally	68	68
root	68	50
supplies	68	57
shortly	68	66
meaning	68	65
tops	68	61
manner	68	66
base	68	64
overwhelming	68	65
sorts	68	64
towels	68	61
greatest	68	65
recipe	68	65
refilled	68	64
ends	68	66
crunch	68	62
fave	68	64
helps	68	68
focus	68	64
push	68	63
blt	68	57
queso	68	54
kudos	68	68
scrambled	68	62
mcdonald	68	59
custard	68	45
receipt	67	61
lately	67	66
details	67	66
hits	67	65
buddy	67	63
granted	67	67
avenue	67	60
assured	67	63
pico	67	57
waitstaff	67	64
cabbage	67	61
greet	67	63
restrooms	67	59
cuts	67	65
smoothie	67	44
2.5	67	61
edamame	67	56
rack	67	58
terms	67	65
character	67	65
result	67	65
claim	67	62
hopes	67	65
establishments	67	64
trash	67	53
tomorrow	66	61
combinations	66	63
previously	66	64
lasagna	66	49
recall	66	62
minimum	66	63
blocks	66	65
eater	66	64
tapas	66	41
race	66	45
punch	66	60
delight	66	65
jewelry	66	57
knowledgable	66	65
present	66	62
power	66	62
pretentious	66	65
steal	66	66
relleno	66	51
lake	66	50
initially	66	64
importantly	65	64
fatty	65	61
torta	65	47
hipster	65	56
edible	65	62
promise	65	62
vet	65	36
winter	65	60
con	65	61
carrots	65	61
ha	65	57
twist	65	62
wallet	65	64
brands	65	59
refund	65	52
sucked	65	62
upstairs	65	55
cat	65	45
majority	65	63
chatting	65	64
tangy	65	64
beautifully	65	62
computer	65	52
built	65	63
metal	65	47
c	65	52
tab	65	55
practice	65	58
flowers	64	51
wei	64	46
beds	64	51
america	64	52
library	64	38
membership	64	56
appetite	64	62
occasionally	64	61
breading	64	55
buffets	64	54
chow	64	56
coleslaw	64	54
gf	64	48
parked	64	59
written	64	64
bottled	64	61
cuban	64	30
checks	64	55
def	64	64
thomas	64	52
pei	64	44
program	64	45
german	64	38
70	64	61
eastern	64	57
custom	64	59
nowhere	64	63
animals	64	48
drank	64	59
forced	64	59
preferred	64	62
everybody	64	58
sampled	64	60
address	63	52
apples	63	55
pace	63	62
settled	63	62
facial	63	31
industry	63	60
7pm	63	62
amazed	63	61
ceiling	63	55
definately	63	61
rd	63	58
planned	63	62
stocked	63	59
degrees	63	61
promised	63	56
complained	63	61
judge	63	61
afterwards	63	62
continued	63	58
blueberry	63	53
barbecue	63	35
stands	63	60
lastly	63	61
song	63	58
searching	63	55
welcomed	62	60
pressure	62	60
smart	62	53
reviewed	62	61
a/c	62	44
knock	62	62
~	62	32
wing	62	47
steep	62	60
theirs	62	61
75	62	53
auto	62	42
heading	62	61
inch	62	59
record	62	54
bus	62	57
mushy	62	57
21	62	48
gal	62	58
considered	62	61
lit	62	58
nyc	62	61
premium	62	57
italy	62	51
faces	62	60
confusing	61	60
floors	61	55
dresses	61	37
indoor	61	59
plaza	61	51
arriving	61	60
arugula	61	54
feta	61	50
raved	61	60
theaters	61	42
eve	61	54
mocha	61	49
mussels	61	47
swiss	61	52
proper	61	60
rent	61	53
patron	61	60
currently	61	61
timely	61	61
penny	61	55
convenience	61	58
lovers	61	55
allows	61	58
wished	61	61
.it	60	58
former	60	60
ours	60	57
adorable	60	56
e	60	44
lose	60	57
funky	60	59
naan	60	48
faster	60	59
village	60	46
.and	60	56
ac	60	46
lee	60	27
lux	60	37
growing	60	58
according	60	60
church	60	50
wan	60	56
rosemary	60	46
featured	60	53
dos	60	43
advance	60	58
report	60	56
oatmeal	60	50
couples	60	58
quantity	60	60
stone	60	56
sweetness	60	56
pour	60	55
appealing	60	58
rough	60	58
rated	60	58
practically	60	57
tag	60	55
driven	60	59
kill	60	60
metro	60	52
nonetheless	59	58
royal	59	38
moon	59	45
mahi	59	35
wondering	59	57
container	59	53
sesame	59	51
specifically	59	57
fight	59	50
haircut	59	41
coworkers	59	55
individual	59	52
ps	59	55
smoothies	59	49
slight	59	58
jimmy	59	40
f	59	46
sip	59	56
snob	59	55
iron	59	51
terribly	59	57
track	59	55
scale	59	57
calls	59	51
mignon	58	55
pies	58	50
michael	58	43
marketplace	58	48
pickle	58	47
undercooked	58	56
comments	58	56
uses	58	56
pools	58	50
hi	58	54
nervous	58	54
laugh	58	53
picnic	58	53
um	58	56
holes	58	44
message	58	49
zucchini	58	50
freshness	58	56
safeway	58	46
tom	58	45
habit	58	49
sodas	58	52
load	58	56
law	58	50
charges	58	53
checkout	58	53
native	58	56
dinners	58	53
scramble	57	45
video	57	41
aunt	57	43
breaded	57	55
forgotten	57	54
jump	57	49
microwave	57	54
zero	57	55
couch	57	48
female	57	52
dairy	57	49
thus	57	56
dental	57	32
million	57	55
failed	57	54
genuinely	57	57
sooner	57	53
wi-fi	57	52
napkins	57	52
memories	57	55
compliment	57	55
rotation	57	53
adequate	57	54
mcdonalds	57	54
features	57	54
m	57	49
join	57	57
heavenly	57	56
spoon	57	49
july	57	52
pound	57	52
tots	57	46
artists	57	52
silly	57	56
background	57	57
martinis	57	47
arrival	57	55
messed	57	55
girlfriends	57	49
verde	56	51
saving	56	55
land	56	52
chic	56	56
maintenance	56	45
seven	56	53
carts	56	47
muffins	56	49
mojito	56	48
combined	56	55
instructors	56	37
cole	56	43
explaining	56	55
oily	56	54
croissant	56	45
r	56	46
raised	56	50
worried	56	53
invited	56	51
personality	56	54
stew	56	37
watering	56	55
shoulder	56	47
shoe	56	49
facilities	56	52
rose	56	45
benefit	56	52
vehicle	56	43
trader	56	49
j	56	41
pig	56	47
pit	56	48
edge	56	52
fig	55	46
