word	tag	count	occurrence
yum	NN	184	165
help	NN	183	171
missing	VBG	183	175
bun	NN	183	150
need	VB	182	178
sour	PRP$	182	164
speak	VB	182	166
visits	NNS	182	178
california	NNP	181	162
crisp	NN	181	160
sad	JJ	181	172
delish	JJ	181	171
gym	NN	180	118
helped	VBD	180	172
heard	VBN	180	179
40	CD	180	172
total	JJ	180	174
baby	NN	179	156
set	NN	179	161
road	NN	179	159
*	-NONE-	179	65
dark	JJ	179	172
drive	VB	179	174
compared	VBN	179	177
doors	NNS	179	158
sister	NN	178	138
shops	NNS	178	160
coupon	NN	178	134
worked	VBD	178	171
tastes	VBZ	178	169
pancakes	NNS	178	126
concept	NN	177	169
perfection	NN	177	174
nicely	RB	177	174
beef	NNP	177	145
hoping	VBG	177	173
margarita	NN	177	152
did	NNP	176	170
cuisine	NN	176	164
negative	JJ	176	172
mistake	NN	175	161
sales	NNS	175	143
overly	RB	175	167
fish	NN	175	158
team	NN	174	144
talk	VB	174	169
elsewhere	RB	174	170
miles	NNS	174	160
returning	VBG	173	173
reservations	NNS	173	153
asada	NN	173	144
types	NNS	173	153
heavy	JJ	173	166
pleasantly	RB	172	170
guacamole	NN	172	147
convenient	JJ	172	169
meet	VB	172	169
environment	NN	172	164
=	:	172	85
stuffed	VBN	172	163
reading	NN	171	164
owned	VBN	171	164
45	CD	171	147
spice	NN	171	156
air	NN	171	153
children	NNS	170	141
note	NN	169	165
covered	VBN	169	158
leave	VBP	169	164
product	NN	169	144
salad	VBD	169	159
station	NN	168	142
forget	VB	168	160
odd	JJ	168	154
consistently	RB	168	162
explained	VBD	168	155
mac	NN	168	139
north	NNP	168	157
baked	VBN	168	155
light	NN	168	163
blue	JJ	168	150
boy	NN	167	143
san	NNP	167	151
work	VBP	167	161
system	NN	167	149
sit	NN	167	165
known	VBN	167	163
come	NN	167	164
mill	NNP	167	123
needed	VBN	166	157
positive	JJ	166	162
parents	NNS	166	140
bed	VBN	166	145
asked	VBN	166	151
cold	VBN	166	154
willing	JJ	166	163
quick	NN	166	162
creamy	NN	165	159
yelp	NN	165	154
loved	NNP	165	154
whether	IN	165	160
dollar	NN	165	147
mediocre	JJ	165	162
realized	VBD	164	159
lines	NNS	164	149
goodness	NN	164	158
overpriced	VBN	164	158
de	IN	163	127
spent	VBD	163	157
hey	PRP	163	157
future	NN	163	154
2	LS	163	153
honey	NN	162	141
enjoying	VBG	162	152
lobster	NN	162	114
services	NNS	162	142
drinking	VBG	162	152
milk	NN	162	122
roasted	VBN	161	146
moment	NN	161	154
touch	NN	161	154
women	NNS	161	138
tender	NN	161	147
plus	CC	161	156
complaints	NNS	161	150
hip	NN	161	146
certain	JJ	160	148
areas	NNS	160	147
resort	NN	160	114
yeah	NN	160	154
quiet	JJ	160	152
nor	CC	160	153
spinach	NN	160	143
tiny	NN	159	153
am	NN	159	151
rib	NN	159	137
themselves	PRP	159	155
fare	NN	159	154
popular	JJ	159	152
crazy	JJ	159	156
organic	JJ	159	137
board	NN	159	133
eating	NN	159	157
lemon	NN	159	136
taco	NNP	159	115
gives	VBZ	158	156
alone	RB	158	153
tortillas	NNS	158	125
guests	NNS	158	147
sorry	JJ	158	154
sushi	NNP	157	120
mentioned	VBD	157	153
sweet	NNP	157	132
move	VB	157	140
recent	JJ	156	154
produce	NN	156	127
various	JJ	156	146
difference	NN	156	150
sandwich	WDT	156	148
lacking	VBG	156	151
change	VB	156	152
greek	NNP	156	107
picked	VBD	156	151
rich	JJ	156	149
call	VBP	156	144
smell	NN	155	134
mozzarella	NN	155	135
tuesday	NNP	155	142
longer	NN	155	152
lamb	NN	155	127
somewhat	RB	155	147
looking	NN	155	151
monday	NNP	155	138
question	NN	155	144
everywhere	RB	155	149
website	JJ	155	141
outside	JJ	154	152
run	VB	154	152
additional	JJ	154	141
filled	VBD	154	152
read	VB	154	148
employee	NN	154	133
dirty	JJ	154	144
complete	JJ	154	151
complaint	NN	154	150
band	NN	154	120
tasting	NN	154	141
dressing	NN	153	138
interior	JJ	153	147
typically	RB	153	146
dress	NN	153	101
walk	NN	153	147
situation	NN	153	144
lucky	JJ	153	147
cheaper	JJR	153	150
central	NNP	153	126
beat	VB	153	148
bathrooms	NNS	152	144
personally	RB	152	149
shop	VB	152	140
told	JJ	152	140
pho	NN	152	96
venue	NN	152	123
half	PDT	152	150
red	VBD	152	141
breakfast	NNP	152	134
check	NNP	152	141
means	VBZ	151	144
super	NNP	151	144
joe	NNP	151	114
cozy	JJ	151	150
finished	VBD	151	147
stayed	VBD	151	139
included	VBD	151	143
higher	JJR	151	147
efficient	JJ	151	146
play	VB	151	135
ridiculous	JJ	150	145
bland	VBN	150	147
distance	NN	150	144
spots	NNS	150	142
burritos	NNS	150	126
3	LS	150	142
topped	VBD	150	140
classes	NNS	150	100
na	NN	150	135
)	VBP	150	144
http	NN	150	100
've	VB	149	137
bar	NNP	149	119
wines	NNS	149	126
promptly	RB	149	140
salad	JJ	149	144
bruschetta	NN	149	110
expect	VBP	149	143
margaritas	NNS	149	135
clear	JJ	149	141
cold	NN	148	135
impressive	JJ	148	141
basil	NN	148	129
major	JJ	148	142
disappointing	JJ	148	141
flight	NN	148	92
wanting	VBG	148	143
bigger	JJR	148	146
problems	NNS	148	137
difficult	JJ	148	141
grill	NNP	148	121
huge	NNP	147	145
continue	VB	147	144
refills	NNS	147	133
tough	JJ	147	137
deli	NN	147	122
yeah	NNP	146	138
possibly	RB	146	143
machine	NN	146	128
mention	VB	146	144
specialty	NN	146	138
broth	NN	146	113
inside	VBP	146	143
busy	NN	146	139
vanilla	NN	146	134
moving	VBG	146	139
welcoming	VBG	145	143
japanese	JJ	145	99
story	NN	145	140
suggested	VBD	145	137
visited	VBD	145	140
daily	JJ	145	133
remember	VBP	145	139
coffee	NNP	145	124
changed	VBN	144	135
tastes	NNS	144	139
important	JJ	144	140
enjoyable	JJ	144	137
color	NN	144	124
feels	VBZ	144	136
grill	NN	144	123
kick	NN	144	141
satisfied	VBN	144	142
eat	NN	144	139
larger	JJR	143	140
sale	NN	143	127
deals	NNS	143	138
seasoned	VBN	142	136
hell	NN	142	136
process	NN	142	128
starbucks	NNP	142	111
11	CD	142	131
ass	NN	142	128
very	JJ	142	136
fat	JJ	141	125
bean	JJ	141	115
figured	VBD	141	134
ask	NN	141	138
amazing	NNP	141	138
brought	VBN	141	130
college	NN	141	122
wide	JJ	141	136
wedding	NN	141	84
rude	JJ	141	132
likely	JJ	141	136
thick	NN	140	132
said	VBN	140	139
classic	JJ	140	126
coconut	NN	140	122
soggy	NN	140	129
training	NN	140	119
set	VBN	140	133
presentation	NN	140	134
hit	VBD	139	137
hubby	NN	139	112
green	NNP	139	103
off	NN	139	137
got	NNP	139	130
mess	NN	139	130
eyes	NNS	139	130
1	LS	139	129
greens	NNS	139	121
lounge	NN	138	121
ticket	NN	138	97
club	NNP	138	120
men	NNS	138	128
ny	NNP	138	107
ladies	NNS	138	129
register	NN	138	118
six	CD	138	127
thank	NN	138	135
occasion	NN	138	132
surprisingly	RB	138	135
start	NN	138	133
salon	NN	138	99
refreshing	VBG	138	136
rings	NNS	138	112
treated	VBN	137	124
groupon	NNP	137	94
age	NN	137	124
otherwise	RB	137	136
plan	VBP	136	135
tomatoes	VBZ	136	128
wash	NN	136	88
peanut	NN	136	103
live	VB	136	131
fee	NN	136	104
third	JJ	136	128
tonight	NN	136	125
save	VB	136	135
clothes	NNS	136	109
kinds	NNS	136	126
hole	NN	135	123
cafe	NN	135	119
playing	VBG	135	130
ham	NN	135	115
drinks	VBZ	134	129
luckily	RB	134	131
mayo	NN	134	114
lights	NNS	134	114
happened	VBD	134	129
hang	VB	134	128
request	NN	133	127
tofu	NN	133	103
delivered	VBN	133	120
tasting	VBG	133	125
mushroom	NN	133	118
parts	NNS	133	118
state	NN	133	119
!	VBP	133	124
honest	JJS	133	132
booth	NN	132	112
ran	VBD	132	125
bottom	NN	132	129
particularly	RB	132	124
telling	VBG	132	129
words	NNS	132	130
okay	NNP	132	121
chile	NN	132	100
scene	NN	132	122
dirty	NN	132	124
cars	NNS	132	113
pulled	VBD	132	123
soy	NN	131	108
works	NNS	131	128
complimentary	JJ	131	121
place	NNP	131	125
sun	NN	131	120
hot	NNP	131	113
brand	NN	131	113
groups	NNS	131	125
scallops	NNS	131	99
york	NNP	131	112
read	VBP	130	128
ordered	NNP	130	126
bites	NNS	130	116
fill	VB	130	126
chocolate	JJ	130	118
platter	NN	130	109
cook	VB	130	121
please	VB	130	125
booths	NNS	130	122
spa	NN	130	77
thursday	NNP	130	124
funny	JJ	130	121
watch	NN	130	100
rock	NN	130	117
effort	NN	130	122
quesadilla	NN	129	94
experienced	VBN	129	125
bottles	NNS	129	119
admit	VB	129	127
pesto	NN	129	109
recommendation	NN	129	122
indian	NNP	129	98
wood	NN	129	115
meatballs	NNS	129	98
shrimp	NNP	129	111
tickets	NNS	129	93
sorry	NNP	129	124
calamari	NN	129	97
giant	JJ	129	122
keep	VBP	129	125
martini	NN	128	99
gyro	NN	128	82
left	NN	128	123
furniture	NN	128	118
skin	NN	128	97
cards	NNS	128	110
bbq	NN	128	93
neither	DT	127	124
restaurant	JJ	127	124
round	NN	127	118
mini	NN	127	116
asu	NNP	127	119
accommodating	VBG	127	126
staying	VBG	127	122
strange	NN	126	116
disappointment	NN	126	120
fans	NNS	126	117
points	NNS	126	117
understand	VBP	126	123
pricing	NN	126	119
happened	VBN	126	123
omg	NNP	126	114
sliders	NNS	126	83
fire	NN	125	113
playing	NN	125	118
menus	NN	125	116
chef	NNP	125	89
christmas	NNP	125	108
charge	VB	125	117
thru	NN	125	107
duck	NN	125	91
restaurant	NNP	125	110
expected	VBD	125	121
ambience	NN	124	120
pm	NN	124	103
discount	NN	124	112
tiny	JJ	124	119
mac	NNP	124	98
up	RB	124	122
return	NN	124	117
around	RP	124	122
mins	NNS	124	100
complain	VB	124	121
loud	NN	124	112
annoying	VBG	124	122
day	NNP	124	108
brisket	NN	124	86
events	NNS	124	108
opportunity	NN	124	117
ground	NN	124	116
freshly	RB	124	116
pita	NNP	124	89
play	NN	123	108
chunks	NNS	123	109
pastries	NNS	123	110
mention	NN	123	120
body	NN	123	113
extensive	JJ	123	117
waffles	NNS	123	88
min	NN	123	104
olive	JJ	123	110
turn	VB	123	116
occasions	NNS	123	118
kid	JJ	123	112
range	NN	123	111
)	.	122	120
picture	NN	122	113
pictures	NNS	122	108
empty	NN	122	119
filet	NN	122	100
belly	RB	122	98
cut	NN	122	110
terrific	JJ	122	112
loves	NNS	122	118
been	NNP	122	121
rush	NN	122	116
plan	NN	122	112
wrong	IN	122	120
lobby	NN	122	105
split	VBP	122	115
inexpensive	JJ	122	117
break	NN	121	116
bright	JJ	121	118
came	NNP	121	120
gas	NN	121	104
gets	NNS	121	119
returned	VBD	121	114
bagel	NN	121	69
finding	NN	120	119
heard	VBP	120	116
waited	VBN	120	114
times	VBZ	120	119
ok	UH	120	115
stadium	NN	120	71
vig	NNP	120	50
spending	NN	120	114
caramel	NN	120	100
par	NN	120	117
closed	VBD	120	115
spacious	JJ	120	115
way	NNP	119	111
loud	VBN	119	113
gorgeous	JJ	119	112
suggest	VBP	119	118
exceptional	JJ	119	113
dozen	NN	119	111
gave	VBP	119	116
alcohol	NN	119	111
hold	VB	119	117
living	VBG	119	118
n	NN	119	98
pork	NNP	118	98
separate	JJ	118	110
phenomenal	JJ	118	115
east	JJ	118	114
use	NN	118	114
grilled	VBD	118	110
sadly	RB	118	114
omelet	NN	118	81
hopefully	RB	118	115
recommended	VBN	118	117
damn	RB	117	115
indian	JJ	117	83
picky	JJ	117	116
season	NN	117	106
guess	NN	117	112
apple	NN	117	105
in	NNP	117	96
nachos	NNS	117	87
(	VBP	117	117
books	NNS	117	78
pot	NN	117	88
phx	NNP	116	106
bike	NN	116	58
explain	VB	116	104
olives	NNS	116	100
best	NNP	116	100
against	IN	116	113
let	VBP	116	111
either	NN	116	114
reminded	VBD	116	115
worth	IN	116	113
hanging	VBG	116	113
american	NNP	116	105
hash	NN	116	90
cups	NNS	116	100
fry	NN	116	92
private	JJ	116	106
works	VBZ	115	111
fixed	VBN	115	104
dance	NN	115	93
means	NNS	115	112
all	RB	115	113
bringing	VBG	115	111
chip	NN	115	103
brown	NN	115	107
tomatoes	NNS	114	101
tad	NN	114	111
end	VB	114	112
coupons	NNS	114	98
waffle	NN	114	78
ride	NN	114	98
crunchy	JJ	114	110
tvs	NNP	114	105
below	IN	114	110
disappoint	VB	114	114
design	NN	114	104
basket	NN	114	95
screen	NN	114	106
polite	JJ	114	114
liked	VBN	114	113
avoid	VB	114	111
14	CD	113	96
wednesday	NNP	113	110
opted	VBD	113	107
order	JJR	113	111
starting	VBG	113	110
us	NNP	113	84
spectacular	JJ	113	111
free	NNP	113	110
avocado	NN	113	98
serious	JJ	113	110
cooking	VBG	113	110
joint	JJ	112	106
treats	NNS	112	106
needs	NNS	112	109
yet	CC	112	106
rare	NN	112	104
ball	NN	112	101
yummy	NNP	112	110
doctor	NN	112	67
french	NN	112	107
apps	NNS	112	98
nails	NNS	112	75
pick	NN	111	101
advice	NN	111	105
onto	IN	111	106
cut	VB	111	109
white	NN	111	107
anyway	NN	111	108
cook	NN	111	104
knowing	VBG	111	109
top	VB	111	108
plain	NN	111	99
market	NNP	111	93
close	NN	111	110
romantic	JJ	111	100
imagine	VB	111	110
anyways	NNS	111	102
figure	VB	111	109
enchilada	NN	110	81
relaxing	VBG	110	106
rude	NN	110	107
nearby	JJ	110	106
truck	NN	110	82
example	NN	110	108
corporate	JJ	110	103
views	NNS	110	98
dont	VBP	110	98
let	NN	110	109
soups	NNS	109	103
ok.	NNP	109	106
kid	NN	109	96
show	VB	109	108
bagels	NNS	109	73
tend	VBP	109	104
goat	JJ	109	96
great	NN	109	107
reasons	NNS	109	108
checking	VBG	109	106
stand	VB	109	108
wrap	NN	109	87
park	VB	109	104
enchiladas	NNS	109	97
closer	JJR	109	109
delightful	JJ	109	104
buying	VBG	108	102
whatever	NN	108	108
spices	NNS	108	100
cinnamon	NN	108	92
leftovers	NNS	108	100
bakery	NN	108	96
hit	NN	108	107
stock	NN	108	98
offer	NN	108	103
comfort	NN	108	102
syrup	NN	108	89
chipotle	NNP	107	84
members	NNS	107	99
stick	VB	107	106
prior	RB	107	103
towards	NNS	107	100
strawberry	NN	107	101
waitresses	NNS	107	98
entrance	NN	107	99
matt	NNP	107	67
locally	RB	107	105
decide	VB	107	104
fried	NNP	107	89
yelpers	NNS	107	102
community	NN	107	95
crap	NN	107	100
steak	NNP	107	92
placed	VBN	107	102
thats	NNS	106	95
los	NNP	106	93
mexican	NN	106	89
went	NN	106	102
fell	VBD	106	105
families	NNS	106	101
vegetable	JJ	106	93
constantly	RB	106	102
sea	NN	106	87
inviting	VBG	106	104
yes	VBZ	106	99
bianco	NNP	106	68
secret	NN	106	98
businesses	NNS	106	97
chicken	JJ	106	102
sliced	VBN	106	99
offered	VBN	105	100
makes	NNS	105	102
consistent	JJ	105	100
vegas	NNP	105	96
courteous	JJ	105	104
cause	NN	105	98
blue	NNP	105	89
offers	VBZ	105	104
health	NN	105	90
provide	VB	105	100
unlike	IN	105	105
thai	NN	104	68
frequently	RB	104	99
rate	NN	104	96
cupcake	NN	104	68
wheat	NN	104	98
chose	VBD	104	100
roll	NNP	104	69
serves	VBZ	104	104
rarely	RB	104	104
chocolate	NNP	104	87
gravy	JJ	104	84
candy	NN	104	82
together	RP	104	102
dive	JJ	103	90
equipment	NN	103	91
fix	NN	103	100
paid	VBN	103	97
mile	NN	103	97
mother	NN	103	93
parties	NNS	103	95
atmosphere	VBD	103	103
happen	VB	103	100
north	JJ	103	102
gelato	NN	103	70
perfect	NNP	103	103
needless	NN	103	101
catch	VB	102	96
mustard	NN	102	91
bags	NNS	102	93
tell	VBP	102	98
24	CD	102	95
member	NN	102	95
sound	NN	102	85
sprouts	NNS	102	83
red	NN	102	96
fez	NNP	102	46
joints	NNS	102	100
impression	NN	102	97
sounded	VBD	101	95
superb	NN	101	99
joke	NN	101	93
again	NN	101	101
sandwich	NNP	101	92
go	RB	101	100
relatively	RB	101	97
creative	JJ	101	98
biggest	JJS	101	99
property	NN	101	80
ranch	NN	101	84
department	NN	101	88
bell	NNP	101	74
alone	NN	101	97
brother	NN	101	89
drink	VBP	101	100
diner	NN	101	88
goods	NNS	100	86
golf	NN	100	79
black	NNP	100	83
pretzel	NN	100	78
keeping	VBG	100	100
tomato	IN	100	99
center	NNP	100	83
boring	VBG	100	93
bonus	NN	100	99
gilbert	NNP	100	87
hungry	NN	100	99
stomach	NN	100	96
deep	NN	100	95
ya	NN	100	83
chair	NN	100	90
vacation	NN	100	92
latte	NN	100	78
chorizo	NN	100	82
plenty	JJ	100	99
biscuits	NNS	100	76
60	CD	100	97
vodka	NN	99	80
sashimi	NN	99	74
miss	VB	99	98
orange	NNP	99	85
smile	JJ	99	99
fix	VB	99	84
familiar	JJ	99	97
compare	VB	99	98
wrapped	VBD	99	97
west	NN	99	96
shoes	NNS	99	74
calling	VBG	99	94
exception	NN	99	97
craft	NN	99	81
interested	JJ	99	95
information	NN	99	81
includes	VBZ	99	95
upon	NNP	99	96
wearing	VBG	98	91
loud	JJ	98	95
prime	JJ	98	92
serving	NN	98	95
regularly	RB	98	97
bacon	NNP	98	82
13	CD	98	90
tires	NNS	98	44
among	IN	98	94
tender	JJ	97	95
dropped	VBD	97	93
meeting	NN	97	86
setting	NN	97	94
noticed	VBN	97	93
pain	NN	97	82
eventually	RB	97	90
nail	NN	97	69
rice	NNP	97	83
hurry	NN	97	95
ordering	NN	97	92
likes	VBZ	97	94
american	JJ	97	93
crazy	NN	97	94
stopped	NNP	97	97
security	NN	97	78
key	JJ	97	88
response	NN	97	84
fountain	NN	97	84
child	NN	96	86
changes	NNS	96	95
enjoy	NNP	96	96
ate	JJ	96	95
hope	NN	96	93
finished	VBN	96	95
suggestions	NNS	96	91
random	NN	96	88
inside	JJ	96	93
putting	VBG	96	93
pancakes	VBZ	96	85
movies	NNS	96	76
describe	VB	95	94
agreed	VBD	95	94
facility	NN	95	88
vietnamese	NNP	95	75
holy	RB	95	94
cupcakes	NNS	95	61
south	NNP	95	80
taste	VBP	95	95
drove	VBP	95	93
visited	VBN	95	92
crispy	JJ	95	91
concerned	VBN	95	94
history	NN	95	87
guac	NN	95	72
slaw	NN	95	78
favor	NN	94	91
shows	VBZ	94	93
aware	JJ	94	88
depending	VBG	94	91
fingers	NNS	94	77
lost	VBN	94	91
cilantro	NN	94	83
lower	JJR	94	90
trail	NN	94	41
earlier	JJR	94	88
shit	NN	94	86
steaks	NNS	94	78
ave	NNP	94	84
insurance	NN	94	68
kind	VBP	94	93
buds	NNS	94	92
valet	NN	94	80
helping	VBG	94	91
ravioli	NN	94	73
glendale	NNP	94	85
drop	NN	94	85
hidden	VBN	94	93
make	NNP	94	94
35	CD	93	82
opened	VBN	93	91
4	LS	93	87
mexico	NNP	93	76
cant	VBP	93	91
dishes	VBZ	93	92
shirt	NN	93	68
disgusting	VBG	93	84
foot	NN	93	84
sell	VB	93	86
mom	NNP	93	61
support	NN	93	85
uncomfortable	JJ	93	87
stuffed	VBD	93	86
hardly	RB	92	92
lost	VBD	92	90
paradise	NNP	92	74
decorated	VBN	92	91
sell	VBP	92	87
notice	NN	92	87
tax	NN	92	80
cashier	NN	92	80
sounds	NNS	92	88
16	CD	92	85
names	NNS	92	89
find	NN	92	92
easy	NNP	92	84
host	NN	92	83
broken	VBN	92	78
dj	NNP	92	75
balls	NNS	92	77
sold	VBN	92	88
favorite	NN	92	92
costco	NNP	91	60
famous	JJ	91	83
run	VBP	91	88
texas	NNP	91	67
chose	VBP	91	88
complaint	JJ	91	91
ourselves	NNS	91	86
added	VBN	91	88
ice	NNP	91	68
come	NNP	91	91
review	VB	91	90
pass	VB	91	91
recommendations	NNS	91	89
5	LS	91	89
teriyaki	NN	91	72
charged	VBN	91	79
18	CD	91	83
listed	VBN	91	87
upscale	NN	91	89
memorable	JJ	91	89
numerous	JJ	91	89
dead	JJ	91	85
miss	NNS	91	90
advantage	NN	91	87
toasted	VBN	91	86
shake	NN	91	64
learned	VBD	91	83
make	NN	91	91
apart	NN	91	90
agree	VBP	90	90
suggest	VB	90	88
courses	NNS	90	73
gravy	NN	90	71
cart	NN	90	73
espresso	NN	90	74
offerings	NNS	90	83
biltmore	NNP	90	75
bank	NN	90	68
noodle	NN	90	72
rocks	NNS	90	82
mike	NNP	90	69
luck	NN	90	87
pudding	VBG	90	75
budget	NN	90	87
setting	VBG	90	89
plastic	JJ	90	83
nothing	VBG	90	88
began	VBD	90	82
doubt	NN	90	90
3.5	CD	90	87
fry	NNP	89	71
camelback	NNP	89	83
diners	NNS	89	85
drive	VBP	89	89
waiters	NNS	89	86
apartment	NN	89	66
note	VB	89	88
english	JJ	89	83
not	NNP	89	86
intimate	JJ	89	88
god	NNP	89	85
changed	VBD	89	86
oysters	NNS	89	61
refill	NN	89	86
crepes	NNS	89	63
living	NN	89	83
sake	NN	89	77
b	NNP	89	70
fresh	NNP	88	74
calories	NNS	88	77
back	NNP	88	85
headed	VBD	88	85
patty	NN	88	72
begin	VB	88	86
jungle	NNP	88	63
older	JJR	88	86
charged	VBD	88	82
stand	NN	88	85
patient	NN	88	78
real	NNP	88	77
hit	VBN	88	88
80	CD	88	83
seems	NNS	88	88
search	NN	88	86
took	NNP	87	87
purchase	VB	87	80
tempura	NN	87	70
rail	NN	87	74
hh	NNP	87	61
feeling	NN	87	85
met	VBD	87	84
home	VB	87	86
deal	VB	87	84
remembered	VBD	87	84
boba	NN	87	43
salsas	NNS	87	77
broccoli	NN	87	80
started	VBN	87	84
turn	NN	87	87
vegan	NN	87	68
ranch	NNP	87	71
overcooked	VBN	87	84
relaxed	VBN	87	84
dad	NN	87	66
sized	VBN	87	85
time	VB	87	86
adults	NNS	87	80
set	VBD	87	86
alright	VBN	87	84
pedicure	NN	87	51
pulled	VBN	87	73
signs	NNS	87	82
kitchen	NNP	86	74
cool	NNP	86	83
nuts	NNS	86	81
pub	NN	86	69
impossible	JJ	86	83
entree	JJ	86	81
little	NN	86	84
split	VB	86	81
cleaned	VBN	86	68
following	VBG	86	82
raw	NN	86	77
order	NNP	86	85
finding	VBG	86	85
form	NN	86	84
john	NNP	86	71
hit	VB	86	86
hear	VBP	86	85
starving	VBG	86	80
ways	NNS	86	83
excuse	NN	86	82
buffet	NNP	86	51
grab	NN	86	85
photos	NNS	86	68
can	NNP	86	84
1st	CD	86	81
test	NN	86	72
discovered	VBD	86	85
shocked	VBN	85	82
different	NN	85	85
appreciate	VBP	85	81
street	NNP	85	80
writing	VBG	85	84
smelled	VBD	85	80
snack	NN	85	80
st.	NNP	85	65
pants	NNS	85	72
pet	NN	85	58
weak	JJ	85	82
repair	NN	85	67
room	NNP	85	69
creme	NN	85	72
pepperoni	NN	85	70
offers	NNS	85	84
clothing	NN	85	68
hint	NN	85	82
subway	NNP	85	65
sizes	NNS	85	84
students	NNS	85	67
stood	VBD	84	82
/	:	84	76
tart	NN	84	66
run	NN	84	83
close	RB	84	84
provided	VBN	84	79
informed	VBD	84	81
happily	RB	84	81
stop	VBP	84	83
multiple	NN	84	83
learn	VB	84	79
steamed	VBN	84	72
donuts	NNS	84	57
longer	JJR	84	82
lemonade	NN	84	70
visit	VBP	84	83
feet	NN	84	72
consistency	NN	84	82
garage	NN	84	73
shame	NN	84	84
treatment	NN	84	72
white	NNP	83	73
batter	NN	83	78
properly	RB	83	78
tequila	NN	83	69
